0fc81939e967d87d614d540c960030fc,false,true,false,false,false,28,97.0,2014-02-23 17:50:12
0fc81939e967d87d614d540c96003f1a,false,true,false,false,false,30,97.0,2014-02-23 17:50:21
0fc81939e967d87d614d540c96004bc7,false,true,false,false,false,31,97.0,2014-02-23 17:50:31
0fc81939e967d87d614d540c96005945,false,true,false,false,false,31,97.0,2014-02-23 17:50:42
0fc81939e967d87d614d540c960068b4,false,true,false,false,false,32,97.0,2014-02-23 17:50:52
0fc81939e967d87d614d540c960069ec,false,true,false,false,false,32,97.0,2014-02-23 17:51:01
0fc81939e967d87d614d540c960071cd,false,true,false,false,false,32,97.0,2014-02-23 17:51:11
0fc81939e967d87d614d540c960076d2,false,true,false,false,false,34,97.0,2014-02-23 17:51:22
0fc81939e967d87d614d540c96007f36,false,true,false,false,false,33,97.0,2014-02-23 17:51:31
0fc81939e967d87d614d540c9600806e,false,true,false,false,false,37,97.0,2014-02-23 17:51:42
0fc81939e967d87d614d540c9600839a,false,true,false,false,false,37,97.0,2014-02-23 17:51:52
0fc81939e967d87d614d540c96009103,false,true,false,false,false,38,97.0,2014-02-23 17:52:01
0fc81939e967d87d614d540c960098ce,false,true,false,false,false,39,97.0,2014-02-23 17:52:12
0fc81939e967d87d614d540c96009e85,false,true,false,false,false,39,97.0,2014-02-23 17:52:21
0fc81939e967d87d614d540c9600a0cd,false,true,false,false,false,40,97.0,2014-02-23 17:52:31
0fc81939e967d87d614d540c9600a5de,false,true,false,false,false,41,97.0,2014-02-23 17:52:43
0fc81939e967d87d614d540c9600a9ca,false,true,false,false,false,43,97.0,2014-02-23 17:52:52
0fc81939e967d87d614d540c9600b843,false,true,false,false,false,44,97.0,2014-02-23 17:53:05
0fc81939e967d87d614d540c9600c09c,false,true,false,false,false,49,97.0,2014-02-23 17:54:19
0fc81939e967d87d614d540c9600c24f,false,true,false,false,false,50,97.0,2014-02-23 17:54:24
0fc81939e967d87d614d540c9600cf46,false,true,false,false,false,49,97.0,2014-02-23 17:54:30
0fc81939e967d87d614d540c9600db90,false,true,false,true,false,50,97.0,2014-02-23 17:54:43
0fc81939e967d87d614d540c9600de71,false,true,false,false,false,50,97.0,2014-02-23 17:54:52
0fc81939e967d87d614d540c9600e1cf,false,true,false,false,false,50,97.0,2014-02-23 17:55:02
0fc81939e967d87d614d540c9600eca2,false,true,false,false,false,51,97.0,2014-02-23 17:55:31
